request_rate_per_min,time_of_access,kyber_key_gen_time,kyber_encaps_time,kyber_decaps_time,kyber_layer_execution_skew,kyber_time_diff,mceliece_key_gen_time,mceliece_encaps_time,mceliece_decaps_time,mceliece_decaps_success,falcon_key_gen_time,falcon_sign_time,falcon_verify_time,falcon_signature_valid,ntru_key_gen_time,ntru_encaps_time,ntru_decaps_time,ntru_decaps_success,dilithium_key_gen_time,dilithium_sign_time,dilithium_verify_time,dilithium_triggered,kyber_cipher_size,ntru_output_size,mceliece_key_size_kb,crypto_total_time,total_encap_time,total_decap_time,success_rate,is_anomaly,triggered_escape_mechanism
20,22:46:25,15,8,8.1,6.9,-0.1,55.8,12.4,14.9,TRUE,12.6,23.5,9.1,TRUE,14.9,7.4,9.1,TRUE,16.8,28,14.7,FALSE,1184,1024,1390,250.3,27.8,32.1,1,FALSE,FALSE
52,22:46:26,10.5,9.1,7.6,2.9,1.5,57.1,14.1,15,TRUE,21.4,25,16,FALSE,12.2,7,8.2,TRUE,21.4,28.5,12.9,TRUE,1184,1024,1390,266,30.2,30.8,0.7,FALSE,FALSE
14,22:46:27,10.5,7.9,9.2,1.3,-1.3,58.3,16.9,14.5,TRUE,22.2,25.6,13.5,TRUE,16.5,10.7,9.4,TRUE,23,29.8,14.3,FALSE,1184,1024,1390,282.3,35.5,33.1,1,FALSE,FALSE
22,22:46:28,12.7,9.3,8.7,4,0.6,53.5,17.3,14.2,TRUE,16.6,25.6,9.7,TRUE,16.3,8.5,8.8,TRUE,23.3,25.7,14.4,FALSE,1184,1024,1390,264.6,35.1,31.7,1,FALSE,FALSE
15,22:46:29,12.2,7.6,7.5,4.7,0.1,58.4,17.2,16.2,TRUE,19.1,26.3,12,TRUE,16.5,11.3,8.6,FALSE,26.7,24.8,13.6,TRUE,1184,1024,1390,278,36.1,32.3,0.7,FALSE,FALSE
18,22:46:30,13.6,8.3,6.9,6.7,1.4,58.1,13.6,15.2,FALSE,22.4,20.6,10.5,TRUE,12.4,8.1,10.3,TRUE,21.9,26.6,13.4,TRUE,1184,1024,1390,261.9,30,32.4,0.7,FALSE,FALSE
60,22:46:31,12.2,7.6,6.2,6,1.4,67,14.2,17.5,FALSE,15.7,26.3,10.9,TRUE,16.3,7.6,10.7,FALSE,16.5,29.6,9.7,TRUE,1184,1024,1390,268,29.4,34.4,0.3,TRUE,TRUE
29,22:46:32,10.9,7.3,7.9,3,-0.6,57.5,12.9,10.9,TRUE,19.6,20,13.1,TRUE,15.6,9,7.9,TRUE,21.5,25.5,14.5,FALSE,1184,1024,1390,254.1,29.2,26.7,1,FALSE,FALSE
63,22:46:33,14.3,8.2,8.7,5.6,-0.5,60.1,16.5,12.3,FALSE,21.1,22,12.7,TRUE,14.4,10.5,11.1,TRUE,22.9,26.5,9.6,TRUE,1184,1024,1390,270.9,35.2,32.1,0.7,TRUE,TRUE
11,22:46:34,13,6.9,6.8,6.2,0.1,59.7,13.8,14.1,FALSE,19.4,24.8,9.2,TRUE,16.8,9.4,10.2,TRUE,20.7,27.3,12.5,TRUE,1184,1024,1390,264.6,30.1,31.1,0.7,FALSE,FALSE
13,22:46:35,14.5,7.6,7.5,7,0.1,62.7,14.8,14.2,TRUE,24,24.4,11.1,TRUE,17.5,8.9,8.5,TRUE,19.4,29.6,14.9,FALSE,1184,1024,1390,279.6,31.3,30.2,1,FALSE,FALSE
74,22:46:36,13,8.9,7.7,5.3,1.2,52.4,14.3,14.2,FALSE,20.7,15.6,10.8,TRUE,14.3,8.8,11.2,TRUE,26.8,27.7,14.4,TRUE,1184,1024,1390,260.8,32,33.1,0.7,TRUE,TRUE
14,22:46:37,13.5,9.6,9.6,3.9,0,59.6,12,14,TRUE,24.7,17.4,11.1,TRUE,17.8,7.2,8.1,TRUE,24.9,29.1,15.2,FALSE,1184,1024,1390,273.8,28.8,31.7,1,FALSE,FALSE
27,22:46:38,11.2,7.4,8.5,2.7,-1.1,44.9,16,13.9,TRUE,18.4,26,12,TRUE,12.6,10.4,8.7,TRUE,26.7,23.1,12.5,FALSE,1184,1024,1390,252.3,33.8,31.1,1,FALSE,FALSE
61,22:46:39,12.7,6.7,9.3,3.4,-2.6,53,13.6,12.2,TRUE,22,26.8,11.8,TRUE,14.5,8.8,8.3,TRUE,20.9,26.8,15.6,FALSE,1184,1024,1390,263,29.1,29.8,1,TRUE,FALSE
54,22:46:40,13.4,6.6,9.4,4,-2.8,60.5,13.3,14.4,TRUE,17.6,27.6,10,TRUE,15.6,9.1,8.2,TRUE,21.4,28.2,12.2,FALSE,1184,1024,1390,267.5,29,32,1,FALSE,FALSE
36,22:46:41,13.2,8.3,8.1,5.1,0.2,52.8,15.7,13.7,FALSE,25,25.9,9.6,TRUE,13.2,9,10.1,TRUE,25.4,23.6,15.2,TRUE,1184,1024,1390,268.8,33,31.9,0.7,FALSE,FALSE
43,22:46:42,14.6,7.6,8.4,6.2,-0.8,63.9,14.8,13.9,TRUE,18.9,25.5,11.7,TRUE,14.8,8.4,9.7,TRUE,18.4,34.4,15.3,FALSE,1184,1024,1390,280.3,30.8,32,1,FALSE,FALSE
69,22:46:43,17.4,8.9,7.8,9.6,1.1,56.3,13.9,11.3,TRUE,18.4,34,12.2,FALSE,19,8.6,8.8,TRUE,22.2,26.9,11,TRUE,1184,1024,1390,276.7,31.4,27.9,0.7,TRUE,TRUE
53,22:46:44,15.2,7.9,8.2,7,-0.3,57.4,13,14.9,TRUE,19.6,18.5,12.3,TRUE,15.4,8.8,7.4,TRUE,20.6,27.5,12.2,FALSE,1184,1024,1390,258.9,29.7,30.5,1,FALSE,FALSE
68,22:46:45,11.2,8.7,9.6,1.6,-0.9,55.9,19.8,17.8,TRUE,15.1,25.5,4.7,TRUE,17.6,9,8.4,FALSE,25.7,22.6,12.4,TRUE,1184,1024,1390,264,37.5,35.8,0.7,TRUE,TRUE
36,22:46:46,10.8,8.9,6.7,4.1,2.2,66,14.2,17.3,TRUE,18.7,26.2,12,TRUE,12.9,8.7,9.4,FALSE,21.4,30.4,13.5,TRUE,1184,1024,1390,277.1,31.8,33.4,0.7,FALSE,FALSE
38,22:46:47,14,8.1,6.9,7.1,1.2,61,12.8,13.6,TRUE,13.6,26.5,11.7,TRUE,15.9,11.3,8.8,TRUE,19.7,25.2,17.5,FALSE,1184,1024,1390,266.6,32.2,29.3,1,FALSE,FALSE
50,22:46:48,12.3,6.1,7.7,4.6,-1.6,63.6,16.2,13,TRUE,21.7,25.8,10.5,TRUE,17.9,8.5,9.2,TRUE,25,30.3,13.2,FALSE,1184,1024,1390,281,30.8,29.9,1,FALSE,FALSE
46,22:46:49,13.5,8,8.3,5.2,-0.3,48.8,13.4,12.9,FALSE,22.4,29.5,12.2,TRUE,11.2,8.8,10.9,TRUE,19.4,27.2,13,TRUE,1184,1024,1390,259.5,30.2,32.1,0.7,FALSE,FALSE
74,22:46:50,14.3,7.3,8.2,6.1,-0.9,53.6,14.2,14.3,TRUE,17.5,27.2,9.5,TRUE,15.1,10,8.8,TRUE,21.8,22.8,10.3,FALSE,1184,1024,1390,254.9,31.5,31.3,1,TRUE,FALSE
74,22:46:51,12.6,7.7,7.6,5,0.1,54.5,17.3,15.4,TRUE,14.5,19.9,11.3,TRUE,15.2,8,7.6,TRUE,25.1,24.5,15.9,FALSE,1184,1024,1390,257.1,33,30.6,1,TRUE,FALSE
36,22:46:52,14.3,6.9,7.8,6.5,-0.9,63.5,17,14.3,TRUE,21,26.2,9.4,TRUE,13,8.7,8.4,TRUE,24,20.3,12.7,FALSE,1184,1024,1390,267.5,32.6,30.5,1,FALSE,FALSE
55,22:46:53,11.8,8.1,8.6,3.2,-0.5,60.4,18.8,14.2,TRUE,18,31.6,10.6,FALSE,14.9,9.8,7.3,TRUE,18.5,35,12,TRUE,1184,1024,1390,279.6,36.7,30.1,0.7,FALSE,FALSE
72,22:46:54,11.1,9,9.8,1.3,-0.8,62.8,15.3,13.9,TRUE,22.9,18.5,17.9,FALSE,13.4,7.4,6.4,TRUE,19.8,27.2,15.5,TRUE,1184,1024,1390,270.9,31.7,30.1,0.7,TRUE,TRUE
21,22:46:55,12.5,9.7,8.8,3.7,0.9,59.6,15.6,12.9,TRUE,12,23.3,12.4,TRUE,19.3,7.5,9.2,TRUE,21.7,26.6,13.7,FALSE,1184,1024,1390,264.8,32.8,30.9,1,FALSE,FALSE
33,22:46:56,12.3,7.5,9.3,3,-1.8,54.8,16,14.7,TRUE,16.7,20.9,10.7,TRUE,19.4,10.6,6.6,TRUE,23.5,26.5,16.2,FALSE,1184,1024,1390,265.7,34.1,30.6,1,FALSE,FALSE
23,22:46:57,11.8,8.6,5.8,6,2.8,54.8,15,14.2,TRUE,18.4,25.8,10.1,TRUE,12.8,9.7,7.6,TRUE,23.1,29.4,12.9,FALSE,1184,1024,1390,260,33.3,27.6,1,FALSE,FALSE
46,22:46:58,13.7,8.3,9,4.7,-0.7,45.8,15,12.3,TRUE,20.6,25.6,10.9,TRUE,14.5,9.9,9.4,TRUE,19.3,23.9,18.1,FALSE,1184,1024,1390,256.3,33.2,30.7,1,FALSE,FALSE
61,22:46:59,12.1,7.6,10,2.1,-2.4,49.4,13.2,18,TRUE,21.5,25.1,12.2,TRUE,14.1,8.4,8.2,FALSE,18.9,30.5,12.5,TRUE,1184,1024,1390,261.7,29.2,36.2,0.7,TRUE,TRUE
70,22:47:00,14.7,9.1,7,7.7,2.1,49.5,18.4,13.6,FALSE,20.8,26.1,7,TRUE,12.8,8.2,10.1,TRUE,16.1,26.5,13,TRUE,1184,1024,1390,252.9,35.7,30.7,0.7,TRUE,TRUE
21,22:47:01,13.5,10.3,8.7,4.8,1.6,60.9,14,12.2,TRUE,14.4,18.5,13,TRUE,12.4,8.9,8.9,TRUE,15.3,31.4,11.3,FALSE,1184,1024,1390,253.7,33.2,29.8,1,FALSE,FALSE
42,22:47:02,12.5,8.6,8.7,3.8,-0.1,54.1,13.5,17.1,FALSE,20.6,28.3,11.6,TRUE,15,9.8,10.1,FALSE,23.8,29.5,14,TRUE,1184,1024,1390,277.2,31.9,35.9,0.3,TRUE,TRUE
59,22:47:03,15.8,8,8.4,7.4,-0.4,66,17.7,14.9,FALSE,19.3,22.1,13.3,TRUE,14.1,9.1,11.1,TRUE,18.7,27.8,15.1,TRUE,1184,1024,1390,281.4,34.8,34.4,0.7,FALSE,FALSE
41,22:47:04,14.6,8,7.5,7.1,0.5,55.1,15,9.6,FALSE,19.6,24,12.7,TRUE,13.7,10.4,11.5,TRUE,18.9,30.6,11.4,TRUE,1184,1024,1390,262.6,33.4,28.6,0.7,FALSE,FALSE
74,22:47:05,10.7,7.7,6.9,3.8,0.8,65.8,13.5,16.6,TRUE,18.4,24,11.6,TRUE,14.6,7.8,9.1,FALSE,18.4,28.9,12,TRUE,1184,1024,1390,266,29,32.6,0.7,TRUE,TRUE
62,22:47:06,12.4,7.6,9,3.4,-1.4,56.8,17.4,12.6,TRUE,24.5,28.7,7.7,TRUE,15,7.7,8,TRUE,24.8,27.7,12.9,FALSE,1184,1024,1390,272.8,32.7,29.6,1,TRUE,FALSE
59,22:47:07,13.1,9.1,10.1,3,-1,63.4,15,15.7,TRUE,17.6,21.9,11.4,TRUE,12.6,8.3,7.2,TRUE,19.7,31.8,13.2,FALSE,1184,1024,1390,270.1,32.4,33,1,FALSE,FALSE
46,22:47:08,13.1,9.4,7,6.1,2.4,56.9,13.8,16.8,TRUE,18.6,28.7,9.7,TRUE,15.8,9.3,9.5,FALSE,23.2,23.6,15.4,TRUE,1184,1024,1390,270.8,32.5,33.3,0.7,FALSE,FALSE
40,22:47:09,14.3,8.2,8.4,5.9,-0.2,60,17.1,16.1,FALSE,21.2,26,8.3,TRUE,16,8,10.7,FALSE,23.2,28.6,15,TRUE,1184,1024,1390,281.1,33.3,35.2,0.3,TRUE,TRUE
29,22:47:10,12.2,6.1,7.1,5.1,-1,61.9,18.1,13.8,TRUE,16.2,24.3,12.7,TRUE,10.3,9.2,9.9,TRUE,23.5,26.6,10.2,FALSE,1184,1024,1390,262.1,33.4,30.8,1,FALSE,FALSE
12,22:47:11,12.6,6.1,8.9,3.7,-2.8,51,17.9,13.5,FALSE,19.6,19.2,10.4,TRUE,13.2,7,10.1,TRUE,21.6,28.4,10.7,TRUE,1184,1024,1390,250.2,31,32.5,0.7,FALSE,FALSE
36,22:47:12,12,7,8.4,3.6,-1.4,53.4,19.3,13,FALSE,20.1,25.2,10.8,TRUE,16.2,10.4,10.4,TRUE,22,24,14.5,TRUE,1184,1024,1390,266.7,36.7,31.8,0.7,FALSE,FALSE
21,22:47:13,8.9,7.7,8.6,0.3,-0.9,53.1,17,15,TRUE,20.2,26.2,12.3,TRUE,14.3,10,8.5,TRUE,26.9,25.3,15.4,FALSE,1184,1024,1390,269.4,34.7,32.1,1,FALSE,FALSE
73,22:47:14,15.3,7.4,6,9.3,1.4,46.8,21.4,15.9,FALSE,23.3,26.3,10.2,TRUE,14.8,9.8,10,TRUE,20.5,30.1,15.5,TRUE,1184,1024,1390,273.3,38.6,31.9,0.7,TRUE,TRUE
27,22:47:15,13.4,7.3,6.6,6.8,0.7,54.1,13.7,14.2,TRUE,21.8,21.5,12.5,TRUE,14.5,10.2,9.6,TRUE,27.3,30.3,13.1,FALSE,1184,1024,1390,270.1,31.2,30.4,1,FALSE,FALSE
62,22:47:16,14.3,8,8.2,6.1,-0.2,51,13.5,15.3,TRUE,20.6,27.7,11.4,TRUE,14.5,8,6.8,TRUE,25.3,29.5,15.3,FALSE,1184,1024,1390,269.4,29.5,30.3,1,TRUE,FALSE
64,22:47:17,13.2,6.7,6.3,6.9,0.4,56.9,11.4,12.3,FALSE,15.3,23,9.5,TRUE,13.8,9.2,10.2,TRUE,16.5,23.9,10.8,TRUE,1184,1024,1390,239,27.3,28.8,0.7,TRUE,TRUE
56,22:47:18,14.9,7.7,8.5,6.4,-0.8,56,13.8,13.5,TRUE,11,20.6,11,TRUE,12.5,7,8.2,TRUE,19.3,31.2,11.8,FALSE,1184,1024,1390,247,28.5,30.2,1,FALSE,FALSE
28,22:47:19,11.7,8.5,8.8,2.9,-0.3,61.4,15.8,14.3,TRUE,18.2,26.2,12.9,TRUE,13,9.7,9.3,TRUE,25.2,26,9.7,FALSE,1184,1024,1390,270.7,34,32.4,1,FALSE,FALSE
76,22:47:20,10.6,8.2,8.5,2.1,-0.3,47.2,15.6,11.1,TRUE,20.7,23.5,14.6,TRUE,14.9,8.9,9.9,TRUE,22.3,34.7,10.6,FALSE,1184,1024,1390,261.3,32.7,29.5,1,TRUE,FALSE
28,22:47:21,12.3,6.7,8.4,3.9,-1.7,63.1,16.3,14.1,TRUE,13,19.3,11,TRUE,16.5,8.7,7.6,TRUE,22.3,34.5,16.7,FALSE,1184,1024,1390,270.5,31.7,30.1,1,FALSE,FALSE
49,22:47:22,14.6,7.9,8.1,6.5,-0.2,52.6,13.9,9.7,FALSE,18.1,27,12.5,TRUE,14.8,9.7,10.4,TRUE,25.8,26.1,8.1,TRUE,1184,1024,1390,259.3,31.5,28.2,0.7,FALSE,FALSE
60,22:47:23,12.4,7.1,7.2,5.2,-0.1,56.9,18.6,16.3,TRUE,20.2,30,12.4,FALSE,13.6,8.9,9.7,FALSE,20.5,25.9,13.4,TRUE,1184,1024,1390,273.1,34.6,33.2,0.3,TRUE,TRUE
78,22:47:24,14.2,8.8,6.7,7.5,2.1,46.7,15.1,15.2,TRUE,23,29.5,12.6,TRUE,16.4,9.3,9.8,TRUE,24.6,26,10.4,FALSE,1184,1024,1390,268.3,33.2,31.7,1,TRUE,FALSE
52,22:47:25,10.7,7.2,8.9,1.8,-1.7,54.1,13.7,12.4,TRUE,23,24.6,8.7,TRUE,12.7,9,7.6,TRUE,18.7,26.8,10.3,FALSE,1184,1024,1390,248.4,29.9,28.9,1,FALSE,FALSE
43,22:47:26,12.9,7.8,7.5,5.4,0.3,48.6,15.6,13.5,TRUE,21.3,25.7,11.1,TRUE,16.7,9.3,8.8,TRUE,20.2,23.9,14.5,FALSE,1184,1024,1390,257.4,32.7,29.8,1,FALSE,FALSE
31,22:47:27,13.7,6.4,8.2,5.5,-1.8,65.9,13.7,14.2,TRUE,20.7,29.3,11.9,TRUE,15.6,9.2,8.9,TRUE,24.6,30.1,12.4,FALSE,1184,1024,1390,284.8,29.3,31.3,1,FALSE,FALSE
73,22:47:28,13.8,9.8,8.3,5.5,1.5,56,16.8,13.3,TRUE,18.2,21.7,7.1,TRUE,14.8,8.6,7.7,TRUE,19.5,26.5,14,FALSE,1184,1024,1390,256.1,35.2,29.3,1,TRUE,FALSE
26,22:47:29,9.5,7.3,7.3,2.2,0,61.6,13.2,12.9,TRUE,15.5,25.8,11.1,TRUE,11.8,9.7,8.9,TRUE,15.9,32.4,13.1,FALSE,1184,1024,1390,256,30.2,29.1,1,FALSE,FALSE
47,22:47:30,14,7.2,7.6,6.4,-0.4,64,17,12.7,TRUE,18.1,26.5,13.5,TRUE,16,9.7,9.1,TRUE,23.8,33.4,13.7,FALSE,1184,1024,1390,286.3,33.9,29.4,1,FALSE,FALSE
10,22:47:31,10.9,8.5,7.1,3.8,1.4,54.2,14.3,14,TRUE,15.9,24,12.4,TRUE,16.1,10.3,7.7,TRUE,21.3,28.1,13.6,FALSE,1184,1024,1390,258.4,33.1,28.8,1,FALSE,FALSE
15,22:47:32,16.3,9.1,6.2,10.1,2.9,68.4,15.1,15.6,TRUE,18.3,20.8,12.6,TRUE,14.9,6.9,9,TRUE,22.9,35.6,13.5,FALSE,1184,1024,1390,285.2,31.1,30.8,1,FALSE,FALSE
14,22:47:33,12.4,8.1,7,5.4,1.1,58.2,15.2,10.4,TRUE,19.8,22.6,9.6,TRUE,13.7,9.6,8.9,TRUE,18.2,29.4,16.5,FALSE,1184,1024,1390,259.6,32.9,26.3,1,FALSE,FALSE
28,22:47:34,13.7,7.2,7.6,6.1,-0.4,58.4,14.7,11.2,TRUE,26.8,25.6,14.3,TRUE,14.3,10,9.1,TRUE,25.9,29.7,16.4,FALSE,1184,1024,1390,284.9,31.9,27.9,1,FALSE,FALSE
12,22:47:35,12.2,8.1,7.6,4.6,0.5,63.6,17.2,13.4,TRUE,21.4,26.5,11.6,TRUE,16.9,6.9,9.5,TRUE,22,31.5,16.2,FALSE,1184,1024,1390,284.6,32.2,30.5,1,FALSE,FALSE
79,22:47:36,10,8.8,7.7,2.3,1.1,53.9,15.5,14.1,FALSE,20.5,23.7,13.7,TRUE,14,9.3,10.2,TRUE,19.5,24.9,11.7,TRUE,1184,1024,1390,257.5,33.6,32,0.7,TRUE,TRUE
60,22:47:37,12.6,7.9,7,5.6,0.9,54.8,14.5,15.9,TRUE,21.3,22.6,15.2,FALSE,17.2,8.8,8.7,TRUE,20.6,29.4,10.7,TRUE,1184,1024,1390,267.2,31.2,31.6,0.7,FALSE,FALSE
16,22:47:38,12.5,8.3,6.7,5.8,1.6,67.8,16.7,15.7,TRUE,21.7,23.7,11,TRUE,13.8,8,9.8,TRUE,19.2,28.7,13.6,FALSE,1184,1024,1390,277.2,33,32.2,1,FALSE,FALSE
21,22:47:39,10.3,6.7,8.2,2.1,-1.5,62.7,14.9,11.3,TRUE,16.7,24.4,12.6,TRUE,14.6,8.9,8.2,TRUE,23.3,29.6,12.3,FALSE,1184,1024,1390,264.7,30.5,27.7,1,FALSE,FALSE
48,22:47:40,10.9,8.7,8.7,2.2,0,54.2,12.8,12.7,TRUE,15.3,23.8,9.5,TRUE,14.7,9.5,7.4,TRUE,22.7,32.3,13.4,FALSE,1184,1024,1390,256.6,31,28.8,1,FALSE,FALSE
58,22:47:41,12.2,9.8,8.8,3.4,1,57,13.3,16.8,TRUE,12.6,27.5,10.1,TRUE,11.2,8.9,9.2,FALSE,25.1,29.4,13,TRUE,1184,1024,1390,264.9,32,34.8,0.7,FALSE,FALSE
12,22:47:42,13.6,9.2,9.1,4.5,0.1,61.4,15.1,13.4,TRUE,24.4,23.6,13,TRUE,14.1,9.6,8.7,TRUE,23.8,29.4,17,FALSE,1184,1024,1390,285.4,33.9,31.2,1,FALSE,FALSE
50,22:47:43,14.1,9.1,7.4,6.7,1.7,52.6,13.5,11.6,TRUE,20.6,24.9,11.2,TRUE,14.8,10.2,9.1,TRUE,21.4,27,16.1,FALSE,1184,1024,1390,263.6,32.8,28.1,1,FALSE,FALSE
21,22:47:44,11.4,9.3,6.8,4.6,2.5,59.6,16,13,TRUE,17.7,22.7,16.6,FALSE,14.8,10.9,6.9,TRUE,24.9,27.9,11.8,TRUE,1184,1024,1390,270.3,36.2,26.7,0.7,FALSE,FALSE
13,22:47:45,14,7.2,7.3,6.7,-0.1,56.9,15.1,15.7,FALSE,20.1,17.9,14.2,TRUE,18.3,8.9,10.6,TRUE,21.3,30.3,15.9,TRUE,1184,1024,1390,273.7,31.2,33.6,0.7,FALSE,FALSE
53,22:47:46,15.7,8.7,7.5,8.2,1.2,58.8,17.2,15,TRUE,21.8,28.2,11.4,TRUE,15.2,9,8.2,TRUE,24.4,26.5,8.9,FALSE,1184,1024,1390,276.5,34.9,30.7,1,FALSE,FALSE
45,22:47:47,13,7.9,7.7,5.3,0.2,54.9,13.2,12,FALSE,14.5,24,10.7,TRUE,15.5,7.9,10.2,TRUE,23.8,26.8,10.4,TRUE,1184,1024,1390,252.5,29,29.9,0.7,FALSE,FALSE
36,22:47:48,12.2,9,8.3,3.9,0.7,49.5,14.2,16.2,TRUE,18.7,28.7,13.3,TRUE,11.7,10.1,9.2,FALSE,27.5,26,10.7,TRUE,1184,1024,1390,265.3,33.3,33.7,0.7,FALSE,FALSE
28,22:47:49,13,7.6,8.8,4.2,-1.2,49.4,15.8,16.1,TRUE,22.5,22.9,12.8,TRUE,17.6,9.5,9.5,FALSE,20.8,26.5,12,TRUE,1184,1024,1390,264.8,32.9,34.4,0.7,FALSE,FALSE
73,22:47:50,14.6,7.6,8.3,6.3,-0.7,59.3,13.9,15.8,TRUE,12.9,29.7,16.4,FALSE,14.6,11.3,9.2,TRUE,23.6,29.8,11,TRUE,1184,1024,1390,278,32.8,33.3,0.7,TRUE,TRUE
24,22:47:51,11.7,5.5,6.5,5.2,-1,57.9,12.9,15.2,TRUE,20.4,26.3,11.2,TRUE,15.5,9.7,9.7,TRUE,26.7,34.1,13.3,FALSE,1184,1024,1390,276.6,28.1,31.4,1,FALSE,FALSE
61,22:47:52,11.5,6.3,8.4,3.1,-2.1,56.8,15.9,14.1,TRUE,21.6,25.1,11.8,TRUE,13.8,6.8,8.3,TRUE,20.6,26.3,11.7,FALSE,1184,1024,1390,259,29,30.8,1,TRUE,FALSE
35,22:47:53,11.8,7.8,8.6,3.2,-0.8,60.7,13.8,12.4,TRUE,19.6,29.9,11.6,TRUE,16.4,8.3,8.6,TRUE,14.4,30.2,10.4,FALSE,1184,1024,1390,264.5,29.9,29.6,1,FALSE,FALSE
17,22:47:54,14.1,8.3,8.8,5.3,-0.5,54.6,17.2,14.2,TRUE,25.1,19.2,11.8,TRUE,12,9.3,8.4,TRUE,20.4,29.6,12.7,FALSE,1184,1024,1390,265.7,34.8,31.4,1,FALSE,FALSE
35,22:47:55,8,6.8,8.8,0.8,-2,60.4,16,13.4,FALSE,20.3,25,12.1,TRUE,15.9,11.1,11.2,TRUE,24.8,36.1,13.4,TRUE,1184,1024,1390,283.3,33.9,33.4,0.7,FALSE,FALSE
40,22:47:56,12,9.3,9.2,2.8,0.1,48.8,13.1,12.2,TRUE,16.4,21.9,12.6,TRUE,18.2,8.3,7.8,TRUE,19,31.7,14.4,FALSE,1184,1024,1390,254.9,30.7,29.2,1,FALSE,FALSE
50,22:47:57,13.1,9.5,6.4,6.7,3.1,54.2,16.3,14.4,TRUE,18.1,26.6,10.1,TRUE,15.4,10.2,9.2,TRUE,16,27.1,11.2,FALSE,1184,1024,1390,257.8,36,30,1,FALSE,FALSE
63,22:47:58,10.7,8.8,7.9,2.8,0.9,55.9,16,10.9,TRUE,18.4,27.6,12.1,TRUE,16.5,9.6,9.7,TRUE,30.3,30.5,11.4,FALSE,1184,1024,1390,276.3,34.4,28.5,1,TRUE,FALSE
37,22:47:59,14.6,7.9,7.9,6.7,0,49.1,18.6,16.3,TRUE,13.9,28.5,15.1,FALSE,15.8,10.2,8.6,FALSE,23.2,35.6,11.8,TRUE,1184,1024,1390,277.1,36.7,32.8,0.3,TRUE,TRUE
58,22:48:00,15.8,7.3,9.2,6.6,-1.9,60.8,15.8,13.8,TRUE,19,24.1,9.7,TRUE,15.9,8.6,9.1,TRUE,26.7,24,10.8,FALSE,1184,1024,1390,270.6,31.7,32.1,1,FALSE,FALSE
35,22:48:01,12.1,7.2,7.9,4.2,-0.7,62.8,13.3,14.2,TRUE,23.7,23.3,14.1,TRUE,14.1,7.8,8.7,TRUE,21.5,31.4,14.1,FALSE,1184,1024,1390,276.2,28.3,30.8,1,FALSE,FALSE
11,22:48:02,11.7,9.4,8.5,3.2,0.9,52.2,15.9,12.5,FALSE,18.2,26.1,12.7,TRUE,13.8,8.2,10.5,TRUE,20.9,30.1,16.1,TRUE,1184,1024,1390,266.8,33.5,31.5,0.7,FALSE,FALSE
21,22:48:03,13.4,6,7.7,5.7,-1.7,53.7,15.8,14.8,FALSE,15.2,27.7,13.9,TRUE,16.1,9.5,10.1,TRUE,25.6,31.2,9.2,TRUE,1184,1024,1390,269.9,31.3,32.6,0.7,FALSE,FALSE
17,22:48:04,9.7,6.9,7.5,2.2,-0.6,62.3,13.7,15.9,TRUE,14.9,23,10.5,TRUE,14.6,10.7,8.2,TRUE,24.6,27.1,13.6,FALSE,1184,1024,1390,263.2,31.3,31.6,1,FALSE,FALSE
17,22:48:05,16.7,8.3,9.3,7.4,-1,51.2,12.6,12.5,FALSE,18,30.1,11.5,FALSE,9.8,8.8,10.1,TRUE,18.6,27.1,14,TRUE,1184,1024,1390,258.6,29.7,31.9,0.3,TRUE,TRUE
14,22:48:06,15.9,7.5,7.2,8.7,0.3,55.9,11.9,12.1,TRUE,20.4,25.8,14.2,TRUE,16.7,9.6,7.4,TRUE,18.4,31.4,9,FALSE,1184,1024,1390,263.4,29,26.7,1,FALSE,FALSE
16,22:48:07,14.2,5.4,7.4,6.8,-2,48.4,13.9,11.9,TRUE,18,24,11.8,TRUE,14.7,9.4,7.9,TRUE,25.3,28.9,13.3,FALSE,1184,1024,1390,254.5,28.7,27.2,1,FALSE,FALSE
77,22:48:08,10.2,7.4,9.7,0.5,-2.3,52.5,12.1,14,TRUE,20.2,28.3,12.3,TRUE,12.1,9.9,8.8,TRUE,21.6,29.6,14.7,FALSE,1184,1024,1390,263.4,29.4,32.5,1,TRUE,FALSE
40,22:48:09,18,8.4,8.1,9.9,0.3,58.9,12.5,11.5,TRUE,18.9,19.7,14.3,TRUE,17,8.6,8.1,TRUE,27.7,23.5,14.1,FALSE,1184,1024,1390,269.3,29.5,27.7,1,FALSE,FALSE
18,22:48:10,12.9,7.5,6.6,6.3,0.9,63.4,16.2,12.8,TRUE,19.3,21.3,10.2,TRUE,14.1,8.8,9.1,TRUE,20.2,26.8,12.7,FALSE,1184,1024,1390,261.9,32.5,28.5,1,FALSE,FALSE
80,22:48:11,11.7,8.6,8.4,3.3,0.2,53.9,14.3,12.1,TRUE,17.2,23.3,11.6,TRUE,13.7,9.5,8.9,TRUE,24.1,35,13.3,FALSE,1184,1024,1390,265.6,32.4,29.4,1,TRUE,FALSE
66,22:48:12,16,9.2,9.4,6.6,-0.2,57.2,12,15.7,TRUE,17.5,26,12.4,TRUE,13.4,7.7,9.6,TRUE,19.1,22.5,11.4,FALSE,1184,1024,1390,259.1,28.9,34.7,1,TRUE,FALSE
